material,ethanol_pct,temperature_C,water_ppm,chloride_mg_L,dissolved_O2_ppm,TAN_mgKOH_g,conductivity_uS_cm,flow_velocity_m_s,exposure_hours,surface_roughness_Ra_um,inhibitor_present,pH,corrosion_rate_mm_per_y
Copper,15,51.97,287.6,5.68,5.97,0.142,68.52,0.24,331,1.594,0,5.94,0.01829
SS304,5,37.94,384.7,0.05,6.06,0.146,38.54,0.003,327,0.951,1,6.15,0.00157
Al6061,10,50.8,400.5,4.6,3.41,0.129,50.39,1.086,181,0.582,0,6.8,0.00769
Al6061,15,26.48,118.9,13.7,4.77,0.098,60.74,0.978,215,0.407,0,6.62,0.01601
Copper,15,19.9,432.1,12.73,2.14,0.117,81.36,0.538,292,0.05,1,5.67,0.0262
Al6061,10,40.42,217.4,16.99,7.74,0.057,63.34,1.081,332,0.859,0,5.89,0.01127
Al6061,15,20.61,473.8,14.42,4.38,0.213,73.04,0.085,210,0.881,1,6.68,0.01502
LowCarbonSteel,15,47.16,373.9,48.18,5.94,0.167,72.99,0.365,60,1.366,1,6.09,0.02546
Brass,0,20.44,206.7,10.61,5.04,0.052,10.86,0.742,222,1.561,1,6.55,0.02609
Al6061,0,69.03,261.7,4.11,2.55,0.085,32.75,0.284,33,2.03,0,6.78,0.00607
SS304,15,56.85,583.3,2.53,7.07,0.155,59.34,0.4,116,1.607,0,6.17,0.00129
Copper,5,22.7,186,6.83,5.52,0.16,31.07,0.322,28,1.649,0,6.41,0.02834
SS304,10,45.33,313.8,5.65,2.83,0.138,30.27,0.461,243,0.141,0,6.74,0.0021
LowCarbonSteel,0,27.53,253.9,1.97,2.87,0.074,22.31,0.38,238,1.485,0,6.73,0.07705
LowCarbonSteel,0,47.4,107.8,16.06,6.53,0.09,17.88,0.664,83,1.549,0,7.09,0.04076
Copper,15,27.33,255.7,4.3,6.38,0.085,55.83,0.568,335,1.566,0,6.48,0.04407
ZnCoatedSteel,15,32.43,601.9,3.79,4.04,0.028,44.13,0.489,70,1.473,0,6.9,0.02049
LowCarbonSteel,5,25.73,283.5,7.5,2.94,0.106,36.89,0.218,304,2.059,0,6.82,0.09549
Brass,5,43.76,356,11.7,6.33,0.068,48.72,0.784,259,1.172,0,6.63,0.02237
ZnCoatedSteel,0,62.65,291.5,6.33,5.19,0.131,24.51,0.449,187,1.993,1,6,0.00599
ZnCoatedSteel,15,53.55,281.2,2.75,5.04,0.139,57.42,0.992,198,0.912,1,6.36,0.00877
Copper,5,49.76,236.3,7.08,2.64,0.107,42.01,0.89,219,0.05,0,6.99,0.02127
Copper,0,22.51,402.7,2.81,1.97,0.149,30.86,0.722,121,1.55,0,6.65,0.05114
SS304,15,18.7,376.7,9.84,5.15,0.097,70.82,0.829,326,1.281,0,6.38,0.00588
Copper,10,64.48,294.1,3.58,2.89,0.111,45.12,0.072,243,0.841,0,6.67,0.01376
LowCarbonSteel,0,19.37,252.9,5.27,6.22,0.164,24.22,0.79,264,0.498,0,6.68,0.04986
Copper,15,32.87,452.3,9.98,1.33,0.216,79.81,0.378,97,1.158,0,6.37,0.02667
ZnCoatedSteel,15,37.23,467.4,15.8,4.87,0.105,64.71,0.405,72,1.047,0,6.33,0.01302
Al6061,10,63.56,370.7,8.93,7.63,0.204,42.74,0.35,53,1.107,0,6.65,0.00459
Copper,5,26.23,315.9,21.21,5.88,0.102,41.95,0.671,59,1.007,0,6.83,0.04332
ZnCoatedSteel,0,33.06,121.1,2.58,5.62,0.079,17.21,0.401,60,1.249,0,7.05,0.0195
ZnCoatedSteel,15,38.09,532,6.96,1.75,0.128,62.77,0.79,135,1.82,0,6.65,0.01998
Brass,5,63.21,330.4,11.15,7.12,0.074,33.71,1.058,236,1.063,1,6.84,0.01007
ZnCoatedSteel,15,35.99,408.2,15.61,2.07,0.148,50.39,0.575,331,1.802,0,6.65,0.01465
Al6061,15,49.05,400.8,4.7,5.6,0.177,53.99,0.82,216,1.066,0,7.1,0.00451
Al6061,5,25.91,361.4,6.92,7.3,0.132,34.71,0.577,137,1.293,0,6.36,0.01285
LowCarbonSteel,5,23.61,297.1,3.95,7.85,0.099,40.18,0.175,139,0.852,0,6.72,0.098
Copper,0,44.04,227.8,29.13,2.51,0.098,20.6,0.204,310,2.158,0,7,0.03293
Al6061,10,33.68,250,3.47,5.67,0.174,37.43,0.501,102,0.751,0,6.4,0.01207
Al6061,10,43,415.7,5.1,6.05,0.127,45.22,0.136,241,0.554,0,7.12,0.01103
ZnCoatedSteel,0,31.79,452.5,8.11,1.32,0.066,9.66,0.456,141,1.651,0,6.31,0.01726
ZnCoatedSteel,0,45.47,232.8,4.41,0.51,0.076,29.54,1.643,276,1.476,0,6.14,0.01176
ZnCoatedSteel,10,41.05,176.7,4.37,0.82,0.146,39.33,0.342,227,0.216,1,6.51,0.0066
SS304,10,25.33,371.5,11.05,7.46,0.151,44.03,1.209,255,1.078,1,6.1,0.00358
SS304,5,21.73,513.2,9.48,0.95,0.079,40.64,1.028,38,1.644,0,7.57,0.00655
Al6061,15,40.69,388.7,13.46,6.11,0.135,75.15,0.092,315,0.185,0,6.71,0.00975
Copper,10,17.35,296.8,3.98,7.57,0.129,53.25,0.143,192,1.059,0,7,0.03882
ZnCoatedSteel,0,53.87,168,13.08,4.57,0.143,13.51,0.831,77,1.227,0,6.84,0.01083
ZnCoatedSteel,0,67.36,245.1,15.69,2.87,0.093,30.09,0.507,96,1.607,0,6.24,0.00547
Al6061,0,65.12,254.4,3.12,4.51,0.138,33.13,0.776,123,0.684,1,7.01,0.00478
Copper,10,49.09,412.2,4.55,0.98,0.139,52.49,0.463,181,2.201,0,7.06,0.03197
SS304,10,56.88,259.8,3.26,5.87,0.205,55.44,0.364,97,0.806,0,6.27,0.001
Al6061,10,20.73,290.9,3.5,2.46,0.146,69.3,0.587,139,2.567,0,6.78,0.02326
SS304,5,43.2,161.2,6.82,7.47,0.085,30.08,0.826,294,1.321,0,6.99,0.00287
ZnCoatedSteel,5,46.75,565.6,14.35,4.26,0.156,42.93,0.652,166,2.089,0,6.89,0.01584
Al6061,0,53.85,272.1,0.44,2.03,0.07,21.91,0.585,80,1.683,0,6.94,0.00837
LowCarbonSteel,10,63.94,307.9,17.21,5.38,0.119,53.51,0.695,194,0.887,1,6.77,0.01965
ZnCoatedSteel,10,29.77,374.5,3.41,3.86,0.15,57.74,0.591,48,0.393,0,6.61,0.01823
Brass,0,21.12,233.9,17.22,1.58,0.107,9.57,0.206,303,1.185,0,7.13,0.03136
Brass,5,34.27,183.9,3.54,7.45,0.086,42.13,0.707,25,1.489,0,7.25,0.03021
LowCarbonSteel,0,24.09,254.6,5.17,4.88,0.066,24.79,0.114,284,1.262,1,7.44,0.05186
Copper,15,18.92,332.9,1.13,2.5,0.184,64.8,0.192,182,1.204,0,6.19,0.03765
Brass,0,23.33,154.1,6.45,6.93,0.111,5.22,0.798,318,1.882,0,6.4,0.02919
Copper,0,51.91,111.9,0.25,6.88,0.041,9.27,0.104,155,2.03,0,7.03,0.02199
LowCarbonSteel,15,20.18,491.8,10.27,7.73,0.146,55.3,0.641,328,1.342,1,6.83,0.06256
LowCarbonSteel,15,66.46,245.6,8.74,1.48,0.143,77.91,0.851,297,1.455,0,6.68,0.01648
Al6061,10,15.11,276.7,17.13,5.63,0.132,65.83,0.446,37,0.956,0,6.49,0.03377
Copper,0,20.4,177.7,8.95,5.4,0.129,36.54,1.098,126,1.863,0,7.49,0.05437
SS304,15,34.23,140.8,5.93,5.46,0.186,62.19,0.101,155,1.189,0,6.5,0.00315
ZnCoatedSteel,5,44.15,530.4,23.52,4.13,0.049,36.28,0.686,199,1.356,0,6.68,0.01762
ZnCoatedSteel,15,61.3,321,2.44,6.92,0.095,62.26,0.381,299,0.85,1,6.99,0.00869
LowCarbonSteel,15,36.51,434.5,2.43,4.87,0.198,55.17,0.3,76,0.759,0,6.93,0.0587
Copper,5,34.72,278,2.71,2.02,0.064,33.38,0.437,112,1.857,0,6.87,0.02457
Copper,10,25.23,477.1,22.22,6.04,0.138,59.68,0.868,69,2.018,0,6.71,0.04739
LowCarbonSteel,10,68.86,306.7,27.11,1.84,0.178,49.87,0.548,220,0.17,0,6.96,0.02127
Al6061,15,31.09,571.4,6.89,2.87,0.047,76.34,0.298,333,2.198,0,6.32,0.01423
LowCarbonSteel,5,24.37,347.5,1.09,7.48,0.165,56.18,0.177,116,0.755,0,6.71,0.06401
LowCarbonSteel,15,19.29,212.3,3.67,7.26,0.171,75.89,0.612,237,1.536,0,6.5,0.06303
LowCarbonSteel,5,50.21,134.1,8.56,2.95,0.139,5.14,0.718,114,0.347,0,6.86,0.02403
Brass,0,58.12,27.5,10.24,6.48,0.084,2.77,0.11,95,0.583,0,7.09,0.00923
ZnCoatedSteel,5,19.18,258.3,10.96,4.49,0.091,49.43,0.061,96,1.137,0,6.96,0.03335
Copper,0,53.32,253.3,9.32,1.35,0.137,6.26,0.028,307,0.943,0,6.48,0.01512
Copper,5,50.2,302,0.28,4.11,0.083,20.66,0.13,201,0.82,0,6.77,0.02221
SS304,5,34.18,290.2,10.32,1.42,0.082,35.99,0.681,102,1.627,0,6.53,0.00385
Copper,0,39.53,359.8,4.33,0.6,0.144,27.84,0.381,325,0.666,0,6.06,0.0111
Copper,0,53.73,175.1,9.68,2.42,0.112,23.26,0.792,108,2.414,0,6.64,0.0168
LowCarbonSteel,15,55.9,117.7,8.35,3.73,0.177,61.72,0.084,201,1.855,0,6.97,0.02396
LowCarbonSteel,15,26.46,514.3,3.23,4.18,0.087,55.39,0.404,58,1.311,0,7.39,0.05502
ZnCoatedSteel,0,69.34,113.1,14.39,7.76,0.146,40.51,0.112,307,1.028,1,5.98,0.00522
Brass,10,15.74,346.2,2.59,3.16,0.114,47.27,0.911,102,0.91,0,6.52,0.04497
ZnCoatedSteel,10,66.5,447,6.76,3.49,0.136,45.34,0.951,179,1.398,1,6.7,0.00521
SS304,15,69.81,354.5,11.16,1.99,0.186,62.54,0.636,252,1.126,0,7.2,0.00067
Copper,0,58.32,165.2,1.12,6.21,0.149,23.77,1.132,250,0.97,1,7.54,0.01859
LowCarbonSteel,15,59.55,188.6,4.96,7.99,0.118,65.73,0.551,253,0.884,0,6.53,0.01622
Copper,5,45.33,416.2,11.27,7.07,0.074,15.09,0.268,124,0.97,0,6.15,0.0177
Brass,15,22.86,417,6.13,6.85,0.178,69.11,0.319,303,1.269,0,5.81,0.02276
Brass,5,66.45,360.9,1.25,5.67,0.101,42.16,0.592,116,0.803,0,7.92,0.01225
Brass,0,53.46,252.6,9.56,0.91,0.065,26.31,0.821,81,1.76,0,6.59,0.0147
Al6061,0,37.48,469.6,3.2,6.64,0.014,34.92,0.541,62,0.631,1,6.95,0.00714
Brass,0,21.34,223.4,4.74,2.45,0.138,22.59,0.741,221,1.34,1,6.65,0.02028
Brass,0,28.34,189,13.75,5.07,0.149,24.92,0.799,239,0.657,0,7.05,0.03834
Al6061,10,31.61,288.9,6.93,6.8,0.114,58.69,0.503,87,1.407,0,5.76,0.00639
ZnCoatedSteel,15,23.68,152.4,39.08,3.35,0.143,67.77,2.019,136,1.047,0,6.52,0.03639
SS304,0,61.55,78.8,5.95,2.14,0.045,13.44,0.748,82,0.85,0,5.98,0.00138
Copper,5,30.26,164.7,0.18,3.69,0.119,35.56,0.222,285,1.154,0,6.61,0.0253
LowCarbonSteel,15,31.47,476.9,9.88,4.08,0.137,65.56,0.308,142,1.375,0,5.9,0.05962
ZnCoatedSteel,10,41.11,319,23.98,3.39,0.125,52.67,0.064,293,0.823,0,6.45,0.0099
SS304,15,18.84,430.4,16.28,3.71,0.086,60.51,0.612,318,1.163,0,6.4,0.00596
Al6061,5,45.11,403.7,29.01,4.12,0.145,39.04,0.118,183,1.973,0,7.23,0.0081
Copper,0,48.45,363.6,5.58,3.8,0.158,22.89,0.45,219,0.256,0,7.23,0.02244
ZnCoatedSteel,0,43.95,367.4,3.79,6.39,0.12,3.38,0.473,25,1.382,1,6.97,0.01076
ZnCoatedSteel,15,61.7,430.6,11.95,2.46,0.138,82.09,0.016,65,0.351,0,7.2,0.01317
Copper,0,36.54,60.8,3.89,4.23,0.132,31.32,1.22,165,1.441,1,6.66,0.01922
ZnCoatedSteel,0,31.1,155.6,1.61,3.88,0.085,26.37,0.441,81,1.561,0,6.71,0.02767
Copper,5,16.86,91,10.68,7.14,0.149,50.09,0.734,241,0.954,0,6.95,0.05267
LowCarbonSteel,10,24.69,313.8,6.1,3.84,0.113,45.78,0.613,182,1.123,0,6.23,0.04883
Brass,15,69.44,381.5,19.49,5.86,0.182,56.27,0.814,280,0.657,0,6.45,0.00875
LowCarbonSteel,0,62.1,180.8,9.24,2.12,0.069,13.81,0.237,331,1.86,0,7.48,0.04236
ZnCoatedSteel,10,64.49,284.5,13.22,7.53,0.155,53.64,0.508,55,1.079,0,6.93,0.00826
Copper,0,57.47,97.5,4.92,4.78,0.073,16.23,0.354,301,1.524,1,7.51,0.01237
Brass,0,68.67,304.7,2.79,4.47,0.135,23.31,0.056,154,1.238,1,6.49,0.005
SS304,15,39.62,484.9,10.37,2.25,0.153,51.43,0.579,256,1.381,0,6.24,0.00212
LowCarbonSteel,5,17.67,212.3,7.2,4.46,0.099,35.73,0.514,100,1.681,1,6.61,0.06017
ZnCoatedSteel,0,43.39,195.2,4.23,3.69,0.127,13.36,0.367,74,0.84,0,7.19,0.01432
ZnCoatedSteel,0,52.88,153,1.79,3.31,0.056,39.22,0.604,216,2.224,0,6.42,0.00688
SS304,15,27.46,438.4,32.72,3.66,0.094,65.3,1.389,74,0.73,1,6.83,0.00327
Brass,0,53.59,182.5,1.32,2.99,0.051,23.23,0.792,55,0.587,1,5.98,0.00658
LowCarbonSteel,0,58.05,350.6,29.55,7.53,0.06,0.5,0.607,132,0.712,0,6.56,0.02731
LowCarbonSteel,15,35.91,621.3,5.45,6.91,0.163,63.69,0.325,119,0.632,1,6.52,0.02431
Al6061,15,48.76,267.1,5.24,1.65,0.132,68.97,0.511,55,0.936,1,6.88,0.0073
Brass,15,21.15,417.8,15.66,7.53,0.172,60.86,0.041,30,0.288,0,7.23,0.03861
Al6061,15,46.63,371.7,4.98,5.9,0.159,56.83,0.626,291,2.08,1,5.97,0.0047
Copper,5,54.57,297.3,20.96,5.66,0.084,25.38,0.484,176,0.386,0,6.4,0.01308
Copper,5,52.2,369.5,4.55,4.34,0.107,46.22,0.402,327,1.945,1,6.61,0.0136
ZnCoatedSteel,0,40.62,196.1,5.78,5.57,0.141,24.73,0.089,99,1.409,0,6.48,0.01787
Al6061,15,68.16,663.1,18.66,7.73,0.17,71.71,0.809,331,0.515,1,7.12,0.00294
ZnCoatedSteel,10,16.66,336.8,10.35,7.55,0.134,50.53,0.055,142,2.065,1,6.3,0.02563
ZnCoatedSteel,5,68.36,310.2,12.31,1.41,0.137,32.92,0.402,171,2.027,1,6.52,0.00421
Copper,5,50.81,46.3,9.04,4.25,0.132,47.59,0.162,165,1.44,0,6.45,0.01355
SS304,5,23.19,370.8,4.13,1.13,0.043,51.38,0.967,242,1.118,1,6.91,0.00351
Al6061,15,26.8,241.9,10.04,1.37,0.141,49.13,0.219,220,1.493,0,7.03,0.0179
LowCarbonSteel,5,62.63,198.5,0.92,6.61,0.058,42.77,0.74,60,1.096,0,6.57,0.02418
SS304,5,29.7,381.5,42.59,6.21,0.085,30.11,0.07,290,1.91,0,6.74,0.00346
LowCarbonSteel,10,63.55,377.1,1.57,6.83,0.123,69.85,0.127,266,0.52,1,6.58,0.0133
Copper,15,31.86,425.1,2.72,3.73,0.162,72.04,0.106,58,1.526,0,5.93,0.02541
SS304,0,52.85,131.1,13.64,3.58,0.116,23.6,0.855,70,0.69,0,6.34,0.00163
SS304,10,56.95,407.6,16.14,7.27,0.146,28.02,0.217,152,1.94,0,6.11,0.00173
ZnCoatedSteel,15,65.5,319.2,12.85,3.83,0.203,76.57,0.097,68,1.331,0,6.36,0.00495
LowCarbonSteel,5,23.03,309.5,2.66,3.75,0.083,12.97,0.645,279,0.556,0,7.01,0.09191
SS304,5,66.99,186.3,4.88,7.04,0.1,71.24,0.807,291,1.731,0,7.17,0.0009
ZnCoatedSteel,0,32.56,118.5,4.31,1.13,0.029,17.25,0.233,313,1.12,0,6.72,0.01744
Brass,0,68.53,155.2,3.67,2.8,0.053,16.53,0.402,65,0.662,0,7.29,0.01258
Copper,15,21.99,360.5,5.25,3.15,0.072,67.12,0.584,243,1.184,1,6.83,0.02267
Brass,10,67.4,604.8,2.9,5.02,0.124,48.33,1.206,231,0.865,1,7.05,0.00719
ZnCoatedSteel,15,16.38,262.7,10.84,4.31,0.11,69.01,0.833,129,0.699,0,6.8,0.02505
LowCarbonSteel,10,53.85,266.2,14.22,4.29,0.179,46.54,0.224,226,2.051,0,7.04,0.02631
Brass,0,31.3,469,26.85,5.22,0.136,19.13,0.717,75,1.25,1,6.5,0.01577
ZnCoatedSteel,5,24.88,577.8,1.66,3.3,0.144,33.89,0.374,315,1.161,0,6.81,0.02067
ZnCoatedSteel,15,53.56,362,33.53,1.37,0.097,53.69,1.393,77,0.686,1,6.03,0.00761
ZnCoatedSteel,10,29.79,394.8,6.61,2.76,0.117,60.95,0.465,154,1.566,0,5.94,0.02638
SS304,15,50,408.4,1.61,6.75,0.116,61.94,0.824,74,1.255,0,6.6,0.00202
LowCarbonSteel,10,34.27,375.4,3.84,7.93,0.204,47.79,0.634,319,2.238,0,6.75,0.04467
ZnCoatedSteel,10,34.16,464.3,10.62,7.49,0.124,59.85,0.445,320,1.937,1,6.55,0.01336
Copper,15,46.31,380.3,6.81,5.1,0.161,48.04,0.321,72,1.125,0,5.67,0.01648
Brass,15,18,515.5,6.39,3.68,0.126,61.75,0.162,146,0.492,0,7,0.03417
Brass,15,15.88,171.7,4.53,2.24,0.187,59.15,0.908,218,0.653,1,6.51,0.03658
Brass,0,33.52,6.5,1.95,7.86,0.132,27.69,1.152,178,1.54,1,6.87,0.02154
LowCarbonSteel,15,24.09,439.8,3.73,3.54,0.093,78.28,1.18,35,1.414,0,7.28,0.12001
ZnCoatedSteel,10,64.23,533.6,5.58,7.96,0.101,44.35,0.369,133,1.523,0,6.5,0.00634
Copper,10,27.75,288.6,13.45,4.87,0.191,38.92,0.317,252,1.843,1,6.56,0.03114
Copper,0,26.85,297.5,14.34,3.18,0.081,15.39,1.026,302,1.082,0,7.2,0.04339
Copper,5,35.09,474.9,14.79,0.7,0.136,38.72,0.845,223,1.422,1,7,0.01627
SS304,15,64.1,312.4,3.84,7.1,0.174,73.19,1.063,78,0.576,0,6.5,0.00096
LowCarbonSteel,10,40.44,285.3,8.6,2,0.204,65.12,0.866,325,1.111,0,6.61,0.04643
Al6061,0,27.99,316.8,26.28,2.53,0.063,25.08,0.735,165,1.06,1,7.26,0.01326
Brass,10,42.21,190,0.71,6.29,0.135,51.17,0.196,53,1.301,0,6.83,0.01374
Brass,15,16.69,359.3,6.45,2.96,0.068,70.35,0.336,294,1.186,0,5.82,0.02319
Copper,10,68.89,282.9,10.03,7.71,0.081,50.75,0.849,122,0.657,0,6.64,0.01069
Copper,10,34.91,251.1,15.53,1.56,0.107,60.77,0.49,193,0.475,0,6.45,0.03142
ZnCoatedSteel,10,17.09,398.8,19.82,2.31,0.179,42.97,0.447,113,1.606,0,6.88,0.02203
Copper,10,65.98,435.5,18.04,3.98,0.13,47,0.086,269,1.778,0,6.69,0.01017
ZnCoatedSteel,15,31.3,351.5,13.64,6.76,0.151,69.8,0.541,158,1.433,1,5.88,0.0097
ZnCoatedSteel,5,15.84,498.3,20.6,6.2,0.099,32.6,0.92,313,1.609,1,7.15,0.02624
LowCarbonSteel,15,16.2,330.7,3.14,5.18,0.093,79.98,0.27,157,1.407,0,6.63,0.08739
Al6061,5,24.23,134.6,9.01,7.87,0.089,50.48,0.93,157,0.437,1,6.4,0.01033
Al6061,15,46.17,551.6,5.9,3.9,0.063,46.51,0.482,174,1.528,0,6.9,0.01174
SS304,15,59.18,377.2,1.04,3.77,0.125,57.02,0.933,90,1.41,0,6.19,0.00128
LowCarbonSteel,15,56.08,540.7,5.92,0.71,0.167,64.92,0.655,191,0.623,0,6.46,0.02259
Copper,0,30.38,196.5,15.74,3.38,0.108,19.55,0.992,321,1.143,0,6.64,0.02389
Brass,0,23.29,113.5,7.02,5.19,0.177,10.63,1.084,197,0.738,0,6.67,0.03546
SS304,10,40.1,505.6,6.43,7.69,0.086,41.75,0.5,309,1.393,0,5.72,0.00253
LowCarbonSteel,15,49.08,278.8,7.76,1.21,0.105,57.15,0.281,228,1.997,0,6.29,0.03108
Brass,15,42,292.5,1.06,1.66,0.106,56.61,0.51,180,0.996,0,5.74,0.01199
LowCarbonSteel,0,65.33,107.1,8.1,6.35,0.118,25.46,0.085,46,1.506,0,6.55,0.02513
LowCarbonSteel,10,31.57,368.1,1.56,5.95,0.196,20.26,0.525,204,1.091,0,6.49,0.05794
SS304,5,56.94,232.6,8.93,1.6,0.139,50.1,0.867,326,1.111,0,6.89,0.00124
Al6061,0,54.49,241.5,6.26,4.51,0.119,12.32,0.336,281,1.757,1,6.64,0.00329
ZnCoatedSteel,0,49.78,108.2,19.61,2.28,0.084,11.61,0.11,29,1.965,0,6.32,0.01049
LowCarbonSteel,15,18.89,455.9,8.98,1.15,0.195,60.24,0.938,226,0.454,0,6.91,0.08461
LowCarbonSteel,5,19.07,232.4,2.62,5.18,0.174,27.99,0.211,56,0.506,0,7.15,0.08391
ZnCoatedSteel,0,19.59,281.8,5.25,6.76,0.136,12.26,0.771,115,1.004,0,6.53,0.02061
Al6061,0,37.16,0,2.4,2.85,0.105,21.55,0.614,215,1.615,0,6.66,0.01002
Al6061,5,48.93,181.7,7.55,3.49,0.103,52.73,0.045,124,0.454,0,6.67,0.00858
SS304,0,65.66,287.6,12.84,3.7,0.166,15.62,0.797,157,1.161,0,7.42,0.00129
Brass,15,69.48,528.9,0.38,7.68,0.23,55.68,0.401,198,0.05,1,6.83,0.00595
Brass,15,34.52,300.9,13.24,3.41,0.147,73.44,0.008,79,1,1,6.44,0.01306
Brass,15,63.77,201.2,10.91,4.58,0.14,43.23,0.388,206,2.159,1,6.08,0.00972
Copper,5,61.57,270.5,11.1,4.28,0.033,52.19,0.178,310,2.105,0,6.31,0.01628
LowCarbonSteel,5,36.4,330.2,7.93,1.49,0.124,30.84,0.635,157,1.213,0,6.97,0.052
Copper,5,25.06,264.8,10.4,4.84,0.066,32.76,0.226,100,1.287,0,6.82,0.02419
ZnCoatedSteel,5,28.02,395.1,0.36,1.2,0.079,35.53,0.654,49,0.692,0,6.65,0.02546
Brass,15,44.65,329.5,2.97,5.09,0.082,69.85,0.351,119,1.301,0,6.58,0.01831
ZnCoatedSteel,5,58.35,368.9,3.48,3.45,0.099,20.05,0.009,290,1.055,1,6.5,0.00448
Brass,10,30.14,334.5,16.83,4.65,0.129,25.05,1.025,138,1.161,0,6.46,0.03361
Brass,10,51.28,358.8,7.27,1.7,0.188,63.64,0.223,61,0.958,0,7.04,0.01773
LowCarbonSteel,0,45.67,0,3.7,2.97,0.107,19.44,0.404,50,1.329,0,6.99,0.02911
LowCarbonSteel,5,67.92,157.5,1.48,4.73,0.106,35.11,0.454,152,1.086,0,7.07,0.02654
SS304,0,45.6,299.1,0.47,5.08,0.046,12.45,0.319,32,1.18,0,7.26,0.0017
ZnCoatedSteel,10,58.49,439.2,9.01,2.48,0.105,51.31,1.167,226,0.05,0,6.28,0.00722
Copper,5,57.34,328.4,13.91,7.6,0.129,34.79,0.444,176,0.978,0,6.22,0.01008
Brass,5,16.33,233.8,0.5,5.11,0.128,20.79,0.25,105,0.902,0,6.47,0.02433
SS304,15,62.81,699,10.98,4.68,0.149,52.9,0.696,259,0.439,0,7.1,0.00105
Al6061,5,19.65,422.2,3.57,4.79,0.047,40.84,0.193,327,0.194,0,6.67,0.0308
SS304,5,57.48,388.9,15.93,5.36,0.121,38.03,0.524,126,0.665,0,6.37,0.00136
ZnCoatedSteel,0,16.68,173.2,5.74,6.46,0.059,11.74,0.832,53,0.786,0,6.85,0.05156
Al6061,5,38.85,315.2,0.41,3.18,0.226,33.79,0.634,44,2.388,0,7.76,0.01247
SS304,15,25.5,301.4,10.06,4.68,0.15,76.59,0.794,229,0.735,0,6.78,0.00602
LowCarbonSteel,0,45.52,505.4,2.91,2.88,0.137,23.85,0.437,263,1.176,1,6.98,0.02475
ZnCoatedSteel,10,51.3,438.1,0.19,6.71,0.112,63.7,0.098,208,1.335,0,7.14,0.0124
Al6061,10,41.13,313.8,1.58,4.14,0.182,60.48,0.594,257,1.308,0,6.71,0.00923
SS304,15,69.5,351.3,7.77,2.86,0.188,56.44,0.807,313,1.096,1,6.8,0.00046
LowCarbonSteel,5,50.42,317.5,6.47,0.55,0.09,25.55,0.149,259,1.54,0,7.71,0.04472
ZnCoatedSteel,0,30.01,231.5,11.81,7.89,0.113,17.37,0.688,137,0.494,1,6.46,0.01062
LowCarbonSteel,5,68.86,469.3,1.82,1.75,0.102,19.42,0.76,62,1.608,1,6.53,0.01398
Copper,0,19.65,151.2,4.58,6.52,0.109,3.76,0.171,241,0.712,1,6.45,0.03062
SS304,0,15.59,224,4.01,4.63,0.137,19.97,0.02,285,1.865,0,6.5,0.00617
Copper,15,55.31,309.7,6.68,0.93,0.203,63.11,0.68,256,0.312,0,6.32,0.01461
Al6061,15,29.12,449.5,6.49,3.54,0.141,71.28,0.869,178,1.82,0,6.83,0.01864
LowCarbonSteel,5,39.11,334.2,3.59,3.6,0.184,42.86,0.986,239,0.834,0,6.61,0.04224
SS304,5,44.08,497.5,7.16,1.94,0.15,32.77,0.242,65,1.753,0,6.87,0.00168
Brass,5,63.23,395.4,10.38,1.34,0.077,26.9,0.234,48,1.144,1,6.41,0.00618
Al6061,0,60.64,204.7,8.26,7.65,0.121,34.25,0.433,298,1.492,0,5.89,0.00439
LowCarbonSteel,10,43.52,602.7,4.96,7.63,0.177,41.52,0.395,49,0.899,0,7.04,0.0352
Copper,0,35.06,303.4,17.06,1.59,0.097,4.59,0.601,280,1.084,0,6.78,0.02612
SS304,0,23.03,420.1,17.4,2.2,0.132,20.66,0.52,276,1.244,0,6.45,0.00378
Al6061,5,49.99,215.6,27.08,4.02,0.186,26.54,0.86,262,0.791,0,6.68,0.00912
LowCarbonSteel,0,43.7,213.2,7.7,3.3,0.131,1.07,0.587,165,1.493,0,6.58,0.03734
Copper,5,61.92,92.1,3.16,0.67,0.092,40.25,0.241,30,2.514,1,6.85,0.00994
LowCarbonSteel,5,44.35,266,11.75,1.3,0.122,47.81,0.07,31,0.503,1,6.73,0.02406
Brass,15,30.6,371.6,5.29,5.15,0.138,49.91,0.561,330,1.155,0,6.93,0.01908
Brass,15,25.74,289.4,13.76,5.34,0.097,68.9,0.594,100,0.573,0,5.85,0.03096
Al6061,15,54.28,335.3,4.01,2.9,0.12,69.5,1.33,151,1.814,1,5.83,0.00402
SS304,15,24.12,346.7,34.02,4.97,0.125,70.94,0.649,88,1.315,0,6.92,0.00461
LowCarbonSteel,5,58.12,264.5,4.58,1.79,0.123,23.21,0.1,26,1.439,1,6.76,0.01661
Copper,5,46.45,359.5,15.85,4.2,0.147,46.74,0.552,158,1.52,0,6.63,0.01747
SS304,0,19.69,327.3,14.18,1.13,0.089,12.66,0.48,36,0.903,1,7.31,0.0042
Copper,15,48.46,491.6,5.03,3.42,0.128,47.59,0.107,69,0.609,0,6.01,0.02009
LowCarbonSteel,0,59.57,186.8,5.53,5.51,0.071,19.37,0.573,240,1.02,0,7.29,0.02874
Al6061,10,68.79,272.2,7.62,7.01,0.106,34.72,0.048,312,0.881,1,6.54,0.00445
Al6061,0,43.28,0,6.37,4.23,0.142,30.71,0.361,271,0.519,0,6.92,0.0069
